TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,target,bin_TransactionAmount,bin_CustomerAge
1289210839.98115,545,0,20,2,289434.00000000006,2,3198709.9999999995,21.0,531882531164.7546,137,1,1,0
603625172.9316502,1349,0,41,1,201022.00000000003,2,6142210.0,21.0,1318471104072.008,208,2,1,2
627889456.206925,234,1,28,1,93390.0,3,4880710.000000001,21.0,177278951360.21283,206,1,1,1
965490690.4269501,1220,0,3,0,154894.00000000003,1,11440510.0,21.0,1264102273300.848,360,2,1,2
152766070.191525,712,1,0,2,93390.0,3,1096210.0,21.0,205457081840.48688,339,1,1,1
447103976.87217504,529,0,34,1,201022.00000000003,1,20439210.0,21.0,1630066074889.4963,65,1,1,2
1290389075.28435,2216,1,26,1,197178.00000000003,2,13879410.0,21.0,1292357864868.6816,9,0,1,2
811546884.0932251,1554,0,12,2,101078.0,1,13038410.0,21.0,1132478180145.5432,221,2,1,1
123199728.05185002,322,1,39,0,277902.00000000006,2,9338010.0,21.0,805833626602.1783,169,1,1,0
385835741.10577506,1356,1,10,0,270214.00000000006,0,18757210.0,21.0,299264672049.1654,224,2,1,0
906763024.5330752,2338,1,14,2,112610.0,0,11861010.0,21.0,1615587491037.6306,273,0,1,1
179865482.165125,2219,1,9,0,74170.0,3,14804510.000000002,21.0,332765485831.7532,52,0,1,1
1222419626.231,737,1,5,0,266370.00000000006,2,1432610.0,21.0,1315319544395.2952,40,1,1,0
434842965.74825007,1948,1,22,2,208710.00000000003,1,14047610.0,21.0,198226642610.27515,171,0,1,2
311459637.59127504,694,0,19,1,258682.00000000006,0,843910.0000000001,21.0,1254671939183.942,49,1,1,0
1088542639.9049,2253,1,17,2,81858.0,3,6899110.0,21.0,235031725070.76508,257,0,1,1
1893756010.082425,957,1,30,1,97234.0,3,13458910.0,21.0,352546834420.5601,353,2,1,1
348279490.81627506,2165,1,42,2,151050.00000000003,0,2862310.0000000005,21.0,1365948111224.289,253,0,1,2
296142578.6496751,27,1,8,1,227930.00000000003,2,13206610.0,21.0,1325177021080.7444,115,1,1,0
199748202.906625,1323,1,41,2,262526.00000000006,0,3114610.0000000005,21.0,3271809562237.884,150,2,1,0
658634033.6498001,1073,0,9,1,293278.00000000006,2,7824210.0,69.0,1042027974789.0935,346,2,1,0
1910398583.740125,1904,1,18,2,85702.0,3,6899110.0,21.0,399700718179.0205,14,0,1,1
39213642.845625,710,1,21,2,208710.00000000003,0,13543010.0,21.0,2930403138579.5776,238,1,1,2
731316423.9159501,2369,0,40,1,104922.0,3,7067310.000000001,21.0,264712600649.69647,15,0,1,1
394083388.22817504,444,1,24,1,104922.0,3,6142210.0,21.0,311631887971.54767,349,1,1,1
513895190.62232506,2057,1,13,0,74170.0,3,22121210.0,53.0,60151147448.21612,60,0,1,1
1150510452.882575,765,1,25,0,189490.00000000003,4,12449710.0,69.0,2084649786994.2566,102,1,1,2
1274372439.131475,28,1,9,1,158738.00000000003,1,17916210.0,21.0,2113945570309.3196,100,1,1,2
508335392.78535014,1286,1,5,1,170270.00000000003,1,13374810.0,21.0,236915136085.42993,29,2,1,2
581827819.82245,1674,1,27,0,189490.00000000003,1,10094910.0,21.0,2074683864786.2234,214,0,1,2
3056085136.689225,1262,0,6,2,254838.00000000006,2,8076510.0,21.0,941304216048.3025,303,2,2,0
1603505107.10975,844,1,28,0,212554.00000000003,4,9422110.0,21.0,1545024866618.6409,197,2,1,2
406823057.44402504,1951,1,33,2,220242.00000000003,0,4039710.0000000005,21.0,2320277562655.021,356,0,1,2
1212846464.3925,2312,1,10,2,131830.00000000003,0,5721710.000000001,21.0,2122008162937.3152,92,0,1,1
2339533973.0775003,1663,1,10,0,181802.00000000003,0,8917510.0,21.0,274016783852.57675,321,0,2,2
2835018737.9263253,302,1,36,1,85702.0,3,1937209.9999999998,21.0,275526168473.025,208,1,2,1
644605669.5710751,1563,1,7,1,101078.0,3,14215810.0,21.0,230226924468.13586,112,2,1,1
26915811.868475,1105,1,19,1,300966.00000000006,2,23719110.0,21.0,1274274020684.3962,52,2,1,0
119812301.55515,1163,1,28,2,97234.0,3,15393210.000000002,69.0,341910320511.6537,38,2,1,1
206633515.45970002,1630,1,12,0,116454.0,0,8581110.0,21.0,1956374225995.4592,187,0,1,1
1563739665.62675,182,0,24,2,216398.00000000003,2,14972710.000000002,21.0,1380997693950.1655,122,1,1,2
131557834.73392501,1021,1,24,1,250994.00000000006,0,7319610.0,21.0,2008051837267.404,285,2,1,0
12666528.670400001,125,1,13,0,300966.00000000006,2,9085709.999999998,21.0,1673455349792.5571,356,1,1,0
4942145298.286625,741,0,13,1,81858.0,3,19766410.0,21.0,153602416654.1202,97,1,0,1
511906918.54817516,1533,0,20,2,193334.00000000003,1,6815010.0,21.0,503846043816.01825,305,2,1,2
938612197.5727001,1641,0,35,0,108766.0,1,14215810.0,21.0,617724908398.3698,55,0,1,1
423833829.633975,789,1,0,2,108766.0,1,11692810.0,21.0,2170897175057.112,235,1,1,1
630025007.6939751,834,1,37,0,220242.00000000003,2,14384010.0,21.0,1399632618443.0896,137,2,1,2
620562305.41515,196,1,28,0,270214.00000000006,0,11945110.0,37.0,2966982477299.1797,111,1,1,0
1503944223.9893498,405,1,33,1,247150.00000000006,2,2357710.0,21.0,695112961218.3307,117,1,1,0
4280013877.7414503,1478,0,11,2,116454.0,0,3787410.0000000005,21.0,2292243288480.215,166,2,2,1
1259865416.960825,2251,0,27,1,81858.0,3,20775610.0,21.0,102212517993.1115,129,0,1,1
2138166195.7899752,1670,1,30,0,204866.00000000003,1,7992410.0,21.0,1254871124837.6665,270,0,1,2
3024898721.00765,1474,0,1,1,304810.00000000006,2,3030510.0000000005,21.0,894194595768.4475,333,2,2,0
933273318.8550751,1043,1,1,1,78014.0,3,20018710.0,21.0,48804204707.69106,109,2,1,1
83986584.36722499,931,1,27,2,239462.00000000003,2,6310410.0,21.0,804437113852.1743,96,2,1,0
981507326.5798249,1157,0,4,2,151050.00000000003,1,8076510.0,21.0,1589166620657.9956,47,2,1,2
1379309020.822725,1528,0,23,2,289434.00000000006,2,3114610.0000000005,21.0,307568500635.5609,300,2,1,0
1249482218.351375,203,0,4,0,300966.00000000006,2,5889910.0,21.0,1107186028470.349,114,1,1,0
2983734125.1021004,111,1,8,0,78014.0,3,5637610.0,21.0,2044779458640.3345,56,1,2,1
36194414.881175004,1279,1,22,0,93390.0,3,7235510.0,21.0,147491843432.62817,160,2,1,1
499167249.33232504,1044,0,4,1,197178.00000000003,0,9758510.0,21.0,2512316877758.9995,320,2,1,2
1252059608.077125,1926,1,11,0,166426.00000000003,1,3114610.0000000005,21.0,1601044725141.787,80,0,1,2
1043659238.8236248,1859,1,7,1,104922.0,1,10683610.0,21.0,453593716555.17145,148,0,1,1
371844196.880275,924,1,27,0,262526.00000000006,0,9590310.0,21.0,1962039951256.966,169,2,1,0
334619325.2698,321,1,0,1,70326.0,3,14804510.000000002,21.0,865013897497.7587,50,1,1,3
2412253183.196875,5,1,39,0,101078.0,1,22205310.0,21.0,1236599160869.3079,52,1,2,1
1180260894.2883751,752,1,25,2,193334.00000000003,1,9926710.0,21.0,97104512562.03448,111,1,1,2
152839709.897975,1765,1,31,2,108766.0,3,4039710.0000000005,21.0,134916589160.79991,330,0,1,1
263372909.27942502,1935,0,17,1,262526.00000000006,2,3282810.0000000005,21.0,529775589583.1319,336,0,1,0
1719966302.860425,1736,0,18,1,208710.00000000003,2,3787410.0000000005,21.0,866423689291.3445,35,0,1,2
866739844.0775001,1721,1,11,1,108766.0,3,5889910.0,21.0,181118808129.2417,230,0,1,1
586614400.7417,104,1,39,1,70326.0,3,8412910.0,21.0,67379373504.49753,249,1,1,3
187155813.103675,2263,0,30,2,116454.0,0,4039710.0000000005,21.0,2114339515268.9087,223,0,1,1
209468644.15802503,208,0,15,1,227930.00000000003,1,4712510.0,21.0,671626759470.2417,209,1,1,0
74450242.38195,469,1,17,0,166426.00000000003,1,11608710.0,21.0,1220637750484.1575,9,1,1,2
185572559.41500002,555,1,35,1,139518.00000000003,0,7067310.000000001,21.0,371152987652.3904,54,1,1,1
272025574.7873,798,1,20,1,204866.00000000003,2,11020010.0,21.0,897565259664.258,108,1,1,2
440402763.58522505,492,1,36,0,127986.00000000001,0,4460210.000000001,21.0,2191030418300.833,65,1,1,1
4569528383.649625,2081,1,24,1,70326.0,3,10851810.0,21.0,167481230370.88098,324,0,2,3
429246348.05805004,1536,1,33,1,166426.00000000003,1,20775610.0,21.0,580016850974.3273,27,2,1,2
7066135351.423976,1129,1,32,0,116454.0,0,13543010.0,21.0,2454464511221.585,244,2,0,1
1443191466.1680999,1064,1,43,0,247150.00000000006,2,6646810.0,21.0,481180929596.0617,24,2,1,0
575347525.65485,16,0,41,1,177958.00000000003,1,13458910.0,21.0,1738250442949.248,186,1,1,2
1572208231.8685,1325,0,28,1,189490.00000000003,1,13711210.0,21.0,1826677807333.4253,67,2,1,2
1633623747.0478,733,1,40,3,70326.0,3,11524610.0,21.0,193466105486.2515,243,1,1,3
374679325.57860005,325,2,30,3,120298.0,0,2189510.0,21.0,1337477841785.2183,284,1,1,1
248792247.402325,1446,1,5,1,143362.00000000003,1,9001610.0,21.0,612191973572.6797,291,2,1,1
1201395490.039525,2203,1,10,2,216398.00000000003,1,15056810.000000002,21.0,1808443467321.8813,260,0,1,2
583816091.8966001,398,1,34,0,127986.00000000001,0,8412910.0,21.0,1195383222765.778,264,1,1,1
206265316.92745003,1074,1,22,2,104922.0,3,11945110.0,21.0,785240043180.9602,95,2,1,1
1061443227.9312999,112,2,32,2,104922.0,3,3030510.0000000005,21.0,35595982691.8039,10,1,1,1
904553833.3395752,17,0,32,1,93390.0,3,9001610.0,21.0,166487515276.18704,82,1,1,1
560325025.5390501,1367,0,20,2,151050.00000000003,1,14804510.000000002,69.0,544406882436.1866,266,2,1,2
421035520.78887504,2114,0,12,1,158738.00000000003,1,1769010.0000000002,21.0,103825921788.2827,230,0,1,2
1374375160.4905748,1246,0,24,2,235618.00000000003,0,6646810.0,21.0,1868276624526.893,360,2,1,0
1858040752.4541752,2022,1,32,2,231774.00000000003,1,14131710.000000006,21.0,842370915017.1049,87,0,1,0
464740686.56695,771,1,1,0,177958.00000000003,1,6478610.0,69.0,1357431817940.5867,78,1,1,2
3019780761.409375,2267,1,18,1,181802.00000000003,0,15225010.000000002,21.0,1948251877671.3462,251,0,2,2
3633420435.2572246,586,0,15,2,262526.00000000006,0,10683610.0,21.0,3293596046407.521,166,1,2,0
30818716.310325,76,1,7,0,243306.00000000003,2,11356410.0,21.0,244853790973.3299,299,1,1,0
727155780.5015252,1148,0,14,2,204866.00000000003,2,2525910.0000000005,21.0,1107768093214.012,17,2,1,2
2348996675.356325,1900,1,27,1,224086.00000000003,2,7571910.0,21.0,1759260103069.3577,93,0,2,2
49780940.721200004,833,1,39,0,101078.0,3,5469410.0,21.0,57493125557.95464,7,2,1,1
1590986357.01325,516,1,37,0,189490.00000000003,1,20186910.0,21.0,467932870449.4296,233,1,1,2
1381370932.603325,1004,1,13,0,197178.00000000003,1,5553510.0,37.0,1216206976275.7449,302,2,1,2
2366338826.2253003,309,1,14,1,193334.00000000003,0,7908310.0,21.0,1872669774778.4907,135,1,2,2
288815427.8579,2086,0,38,2,201022.00000000003,2,24560110.0,21.0,1520637903080.93,255,0,1,2
514447488.4207001,101,1,22,1,189490.00000000003,1,16907010.0,21.0,1119608573740.9883,121,1,1,2
1840956340.557775,1337,1,38,1,120298.0,1,24896510.0,21.0,1966406543421.4004,162,2,1,1
37078091.358575,107,1,0,2,93390.0,3,4123810.0000000005,21.0,117478991764.15532,154,1,1,1
444121568.76095,378,1,33,0,89546.0,3,7151410.0,21.0,2075854633795.3398,16,1,1,1
2129992188.374025,1847,1,26,1,227930.00000000003,2,15140910.000000002,21.0,1433060397485.9783,27,0,1,0
439261348.13525003,1500,1,23,1,131830.00000000003,1,1853110.0,85.0,70610607442.7005,152,2,1,1
1034343815.9577001,2368,1,31,2,158738.00000000003,0,14131710.000000006,21.0,1172729174415.4731,18,0,1,2
156190316.54145002,954,1,34,2,81858.0,3,8581110.0,21.0,108573179868.72472,168,2,1,1
283623828.55317503,1071,1,14,0,258682.00000000006,0,21784810.0,21.0,2503160977209.4478,103,2,1,0
83176547.596275,546,1,39,0,239462.00000000003,2,3787410.0000000005,21.0,882781257810.0144,119,1,1,0
2094166471.1861,1784,1,3,0,197178.00000000003,2,13038410.0,21.0,1656411697355.5015,345,0,1,2
95511198.42665002,1853,0,38,2,224086.00000000003,2,17748010.0,85.0,1065669098712.3018,15,0,1,2
390070024.22665,1355,1,28,1,197178.00000000003,1,17411610.0,21.0,1319739252734.0562,216,2,1,2
2699963516.297025,505,1,41,0,201022.00000000003,0,7908310.0,85.0,2307677963469.96,49,1,2,2
1289247659.8343747,2115,0,14,0,81858.0,3,16402410.000000002,21.0,65615473882.06757,134,0,1,1
4238628362.71655,1493,1,18,0,250994.00000000006,0,8833410.0,21.0,243463917745.1166,39,2,2,0
676270743.344575,1108,1,36,2,74170.0,3,20018710.0,21.0,201457876548.47815,281,2,1,1
1024586554.8530748,637,1,40,1,112610.0,0,10347210.0,21.0,1479362209281.2825,215,1,1,1
1731638196.33275,1620,1,2,0,154894.00000000003,0,7403710.0,21.0,1886530883103.8096,97,0,1,2
963539238.206025,2129,1,30,0,204866.00000000003,2,7067310.000000001,21.0,1134618319336.12,166,0,1,2
1344072421.2864,432,1,41,1,85702.0,3,7908310.0,21.0,193408562964.0643,344,1,1,1
777267600.7407502,1632,1,24,1,220242.00000000003,2,11440510.0,21.0,1562451398145.6345,38,0,1,2
79126363.741525,775,1,10,0,224086.00000000003,0,20186910.0,21.0,2653871482339.4526,105,1,1,2
234101125.96555004,1611,1,8,0,70326.0,3,16738810.000000002,21.0,1789582799088.0696,332,0,1,3
1185084295.06085,1273,1,35,0,243306.00000000003,0,14047610.0,21.0,2794463356260.2354,12,2,1,0
44589341.416475005,2241,1,17,3,289434.00000000006,2,10683610.0,21.0,382942565178.97064,47,0,1,0
2365823348.28015,818,1,25,1,170270.00000000003,1,2357710.0,21.0,695639696613.7363,253,2,2,2
774874310.2811251,2230,1,19,0,104922.0,3,12281510.0,21.0,274986154034.03766,1,0,1,1
1154855195.563125,169,0,6,1,212554.00000000003,2,14552210.0,21.0,417485783882.7184,265,1,1,2
367315354.9336,1360,1,34,1,101078.0,3,11020010.0,21.0,92266514350.45114,3,2,1,1
424607046.5517,1287,1,10,1,204866.00000000003,2,9506210.0,21.0,1312210035023.257,133,2,1,2
123752025.850225,1462,1,25,2,89546.0,3,6058110.0,21.0,106030243022.83759,137,2,1,1
1835801561.1062748,171,0,28,2,127986.00000000001,0,2694110.0000000005,21.0,1297583168518.063,35,1,1,1
363817468.87722504,1556,1,37,1,104922.0,3,7656010.0,21.0,176413600353.47495,108,2,1,1
6885811.714075002,1888,1,42,0,250994.00000000006,2,12365610.0,21.0,1612949387712.7417,205,0,1,0
290582780.81270003,1053,0,17,2,227930.00000000003,1,7992410.0,21.0,1244880857716.4006,125,2,1,0
715373427.4695251,134,0,39,1,151050.00000000003,1,843910.0000000001,21.0,661388616868.785,154,1,1,2
105783937.476425,2369,1,18,0,204866.00000000003,1,15561410.000000002,21.0,600426740959.3326,134,0,1,2
388560410.24442506,1056,1,7,2,93390.0,3,7403710.0,21.0,317295400059.12396,231,2,1,1
2714875556.8531504,526,1,24,2,116454.0,0,2862310.0000000005,21.0,1623709839361.7437,103,1,2,1
875797527.9708502,228,1,30,0,70326.0,3,17663910.0,21.0,105266698016.89236,237,1,1,3
1508178507.110225,1293,1,18,1,250994.00000000006,0,7487810.0,21.0,2589005567616.993,233,2,1,0
278100850.569425,1464,0,14,2,81858.0,3,13206610.0,21.0,228921151849.273,48,2,1,1
267864931.37287503,747,1,31,0,247150.00000000006,0,1264410.0,21.0,2665280393950.0254,56,1,1,0
144002945.123975,1548,1,8,2,101078.0,3,12029210.0,21.0,114763427351.70667,124,2,1,1
4822628054.718275,433,1,37,0,89546.0,3,11692810.0,21.0,278624611975.41144,290,1,0,1
2685566953.6860504,2033,1,20,0,262526.00000000006,0,7571910.0,21.0,2020109208839.5476,113,0,2,0
506236661.1515252,1297,1,13,0,131830.00000000003,1,4207910.000000001,21.0,989522636467.2257,41,2,1,1
1858335311.2799747,647,1,11,2,112610.0,1,5133010.000000001,21.0,1375387298036.916,134,1,1,1
1367747586.910075,937,0,25,1,93390.0,3,4880710.000000001,21.0,262714104590.65723,46,2,1,1
1584542882.698875,323,1,5,2,139518.00000000003,0,17243410.0,21.0,78547049156.67023,267,1,1,1
848035358.6392001,842,1,19,1,135674.00000000003,1,4712510.0,21.0,175165370256.7993,131,2,1,1
448134932.762475,1573,1,6,0,201022.00000000003,2,11776910.0,21.0,1301102115067.2021,299,2,1,2
364038387.99657506,24,1,11,2,78014.0,3,15056810.000000002,21.0,118007940333.49132,35,1,1,1
432817873.82087505,864,1,14,0,93390.0,3,2946410.0000000005,21.0,198731246266.3781,289,2,1,1
900761388.4574001,341,1,40,1,116454.0,0,8665210.0,21.0,2027171446851.0583,30,1,1,1
1185342034.0334249,2191,1,26,0,174114.00000000003,1,1012110.0000000001,21.0,972189058245.304,88,0,1,2
4023416320.6164255,144,1,8,1,224086.00000000003,2,928010.0000000001,21.0,307849573724.706,87,1,2,2
1042849202.0526749,2369,1,12,2,154894.00000000003,1,8244710.0,21.0,444577245963.22705,75,0,1,2
1276360711.2056248,2360,1,42,2,116454.0,1,5048910.000000001,21.0,1406907321151.9067,35,0,1,1
1405119737.93345,164,1,19,2,247150.00000000006,2,13795310.0,21.0,1329924279161.1863,360,1,1,0
1431004094.750625,333,1,28,0,293278.00000000006,2,3619210.0000000005,21.0,1747711761501.1777,112,1,1,0
107588110.28445001,1180,1,35,0,93390.0,3,12702010.0,21.0,365049053952.6892,160,2,1,1
172133312.987875,1326,1,7,1,258682.00000000006,2,12617910.0,21.0,628638069048.5607,177,2,1,0
1283687861.9973998,1012,1,38,2,220242.00000000003,2,10767710.0,21.0,724807115840.8438,298,2,1,2
1175179754.543325,72,1,40,2,281746.00000000006,2,6815010.0,21.0,1438909816183.6978,146,1,1,0
272283313.759875,1965,1,18,0,101078.0,3,6394509.999999997,21.0,80543332041.77919,59,0,1,1
1434612440.366675,296,1,23,2,104922.0,1,8328810.0,21.0,2157509685952.8723,152,1,1,1
801237325.1902251,509,1,6,0,74170.0,3,3787410.0000000005,21.0,310848424400.23,225,1,1,1
735808446.0094001,88,1,9,0,81858.0,3,12617910.0,21.0,156348965501.59274,171,1,1,1
207480372.08387503,244,1,5,0,170270.00000000003,0,6310410.0,21.0,1127775185543.7068,73,1,1,2
916630745.1973752,1055,0,37,1,250994.00000000006,2,2441810.000000001,21.0,677186252383.0951,189,2,1,0
524977966.4430501,1063,1,35,0,127986.00000000001,1,12197410.0,21.0,1736066040280.0654,23,2,1,1
3758313377.396425,2369,1,13,0,108766.0,3,7319610.0,21.0,247790672778.80615,308,0,2,1
310539141.26065004,998,1,22,2,224086.00000000003,2,20859710.0,53.0,1176075493398.0503,188,2,1,2
5918976004.345875,1586,1,31,0,120298.0,1,13122510.0,21.0,1378364016973.1372,70,2,0,1
1228973560.1050498,2160,1,36,0,231774.00000000003,2,8244710.0,21.0,1507380991238.5764,87,0,1,0
1224591997.571275,1221,1,35,2,212554.00000000003,2,12029210.0,21.0,322476440229.9001,162,2,1,2
871931443.3822252,1922,1,28,1,85702.0,3,1264410.0,21.0,180083042729.87253,55,0,1,1
1538333966.9015,1110,0,30,1,104922.0,3,10935910.0,21.0,336142789249.3544,174,2,1,1
1175547953.0755749,1366,1,35,0,193334.00000000003,0,12617910.0,21.0,2272882442938.1606,354,2,1,2
1414251061.53325,2369,1,11,1,162582.00000000003,1,14468110.0,21.0,148901635226.21393,318,0,1,2
3021511294.51095,426,0,14,1,235618.00000000003,0,13290710.0,21.0,1333394535883.8591,65,1,2,0
1748096670.724325,2311,0,16,2,216398.00000000003,1,4207910.000000001,21.0,477735017786.622,133,0,1,2
1998287573.3882,1567,0,16,1,166426.00000000003,0,7740109.999999997,21.0,1330517409774.5005,150,2,1,2
293822927.8965,2304,1,13,0,281746.00000000006,2,6394509.999999997,21.0,1410364298830.9978,25,0,1,0
170255500.47340003,471,1,36,1,220242.00000000003,1,4376110.000000001,21.0,568689826799.1747,61,1,1,2
1206955287.8765001,2099,1,37,0,235618.00000000003,0,4544310.0,21.0,2342752343916.9736,175,0,1,0
1641392736.078275,1183,1,19,0,201022.00000000003,0,13543010.0,21.0,158905181391.0615,341,2,1,2
205786658.83552504,1447,1,14,2,277902.00000000006,2,12617910.0,21.0,816585225555.4592,309,2,1,0
583263794.0982251,246,1,34,1,108766.0,3,1348510.0,21.0,334668815411.7906,220,1,1,1
372580593.94477504,2154,0,10,2,247150.00000000006,0,6310410.0,21.0,3184637067472.1733,201,0,1,0
3045517838.81365,113,1,12,1,139518.00000000003,1,22289410.0,69.0,2168958434694.19,111,1,2,1
228173129.59632504,899,1,31,0,285590.00000000006,2,7992410.0,21.0,1552474410067.95,263,2,1,0
100187319.78622502,1042,1,38,0,304810.00000000006,2,8581110.0,21.0,779173733438.0737,26,2,1,0
639708629.0921502,1597,1,15,2,308654.00000000006,2,5385310.0,21.0,1087426811620.8452,328,0,1,0
648434934.3064752,1394,1,38,1,147206.00000000003,1,8833410.0,21.0,2026239700626.4124,247,2,1,1
325488001.67,2011,1,13,2,177958.00000000003,1,14636310.0,21.0,568240552491.3287,198,0,1,2
2091073603.5152001,1078,1,8,2,204866.00000000003,2,1180310.0,21.0,836463953797.1981,348,2,1,2
508519492.0514751,2238,0,31,2,262526.00000000006,2,8749310.0,21.0,924588113352.9277,41,0,1,0
1682410052.570925,1719,0,41,1,108766.0,1,16234210.000000002,21.0,1612245598402.914,186,0,1,1
373427450.56895006,729,1,1,2,254838.00000000006,2,12281510.0,21.0,1445334660103.289,358,1,1,0
1106842106.957725,754,1,12,2,170270.00000000003,0,4292010.000000001,21.0,1747421835716.3115,332,1,1,2
979187675.82665,965,1,4,2,208710.00000000003,1,11104110.0,21.0,1500821143709.2385,14,2,1,2
1272273707.49765,151,1,36,2,112610.0,1,4207910.000000001,21.0,462948802758.44806,285,1,1,1
1515211099.0762,69,1,20,0,158738.00000000003,0,7403710.0,21.0,2458481421905.0356,170,1,1,2
409474086.876225,1470,1,32,1,135674.00000000003,0,9338010.0,21.0,2011413648467.4934,348,2,1,1
1164870195.6403248,1516,1,7,0,204866.00000000003,1,7235510.0,21.0,1033927758204.2832,97,2,1,2
959636333.7641749,2294,1,13,1,143362.00000000003,1,11945110.0,21.0,1667568307138.0234,146,0,1,1
340068663.54710007,552,1,9,0,112610.0,1,12113310.0,21.0,1406061888710.5415,92,1,1,1
964901572.7753501,1600,1,28,1,243306.00000000003,0,9926710.0,21.0,3007156010481.5503,240,0,1,0
237488552.46225002,1449,1,10,0,285590.00000000006,2,19345910.0,21.0,299054420525.7891,128,2,1,0
933567877.6808752,71,1,17,0,108766.0,1,7151410.0,85.0,619083797191.5593,169,1,1,1
647808996.8016502,966,1,16,0,220242.00000000003,2,7487810.0,21.0,825081600273.7888,48,2,1,2
734446111.4400752,1417,1,11,2,220242.00000000003,0,11945110.0,21.0,1342831509522.556,59,2,1,2
188039489.581075,147,1,9,1,243306.00000000003,2,11188210.0,21.0,949931168028.5183,348,1,1,0
1604830621.82585,2352,1,17,0,216398.00000000003,2,11272310.0,21.0,841410397531.3652,175,0,1,2
275155262.31142503,178,0,17,1,247150.00000000006,2,13627110.0,21.0,1406079594101.9834,123,1,1,0
673030596.2607751,1915,0,21,2,89546.0,3,1180310.0,21.0,277057684832.776,31,0,1,1
2313612796.4071007,127,1,2,2,170270.00000000003,0,9085709.999999998,21.0,2626974779564.808,69,1,1,2
988208539.866775,340,1,35,2,112610.0,0,14888610.000000002,21.0,2082472023846.865,321,1,1,1
1333873321.943075,2369,1,17,0,308654.00000000006,2,3955610.0000000005,21.0,1328700393977.7437,72,0,1,0
2062464577.559375,1430,0,22,2,193334.00000000003,1,7740109.999999997,21.0,181001509910.9371,267,2,1,2
1296022512.827775,1022,1,6,0,308654.00000000006,2,3787410.0000000005,37.0,810828760162.8113,299,2,1,0
487348076.44710016,482,1,7,1,108766.0,3,13458910.0,21.0,70745611052.44733,222,1,1,1
91203275.599325,1955,0,26,2,154894.00000000003,1,1432610.0,21.0,105842123238.76413,57,0,1,2
2462033624.757075,1993,1,11,2,170270.00000000003,0,12029210.0,69.0,2976014440108.636,6,0,2,2
295443001.4384,869,0,27,1,204866.00000000003,0,4880710.000000001,21.0,1773375726396.6584,349,2,1,2
31849672.200625,2063,1,23,0,262526.00000000006,2,16654710.000000002,21.0,929804564306.5885,311,0,1,0
658744493.209475,498,1,29,0,70326.0,3,1600809.9999999998,21.0,1963283755005.781,43,1,1,3
424238848.01945007,2221,1,37,1,104922.0,1,9085709.999999998,21.0,200559327932.78607,164,0,1,1
595119786.836675,2314,1,38,2,177958.00000000003,0,23214510.0,21.0,2055236705460.8887,118,0,1,2
1998398032.947875,2214,0,26,1,270214.00000000006,2,5301210.0,21.0,492229093855.9995,124,0,1,0
1168920379.4950752,755,0,34,2,258682.00000000006,0,1348510.0,21.0,3239928791772.2583,95,1,1,0
1034601554.9302751,329,1,15,1,174114.00000000003,1,2441810.000000001,21.0,2154214269970.6917,61,1,1,2
89067724.112275,240,1,36,0,112610.0,1,2357710.0,21.0,609996505033.846,63,1,1,1
2160773585.6701255,1434,1,23,0,139518.00000000003,0,7235510.0,21.0,1472901954578.8066,354,2,1,1
1371208653.113225,1076,1,36,0,212554.00000000003,2,12029210.0,21.0,715713184161.3397,11,2,1,2
1412741447.551025,1950,1,7,2,208710.00000000003,1,23971410.0,21.0,1852673748318.4473,220,0,1,2
910076811.3233249,895,0,6,1,250994.00000000006,2,12533810.0,21.0,578002862697.7761,80,2,1,0
179607743.19255003,1404,0,18,1,70326.0,3,11440510.0,21.0,122181986365.99184,228,2,1,3
15280738.249375002,1875,0,29,1,231774.00000000003,2,10010810.0,21.0,1331747934479.7336,205,0,1,0
224564783.980275,1335,1,28,1,131830.00000000003,1,4880710.000000001,21.0,1611515251005.9229,88,2,1,1
1502950087.952275,2261,1,23,1,101078.0,1,20271010.0,21.0,1515465715605.8748,126,0,1,1
1931569999.3445,631,1,12,1,224086.00000000003,0,6394509.999999997,21.0,2881044933586.563,203,1,1,2
401189619.9006,1804,1,25,0,101078.0,3,20775610.0,21.0,1681495810681.2502,17,0,1,1
257849931.29567504,2277,1,26,1,243306.00000000003,2,4123810.0000000005,21.0,1622326605655.321,92,0,1,0
459659546.8219,1693,1,21,2,201022.00000000003,2,6646810.0,21.0,1485435158545.9597,304,0,1,2
1193111023.0639,1170,1,41,0,208710.00000000003,2,2525910.0000000005,21.0,497536284940.8014,104,2,1,2
146138496.611025,716,1,2,2,270214.00000000006,2,13711210.0,21.0,780074495227.6959,81,1,1,0
580649584.51925,2167,0,29,1,224086.00000000003,4,3871509.9999999995,21.0,1844146389165.0938,276,0,1,2
299235446.320575,1990,0,39,2,85702.0,3,5721710.000000001,21.0,401577489671.89453,263,0,1,1
713642894.3679501,698,1,18,1,143362.00000000003,1,14804510.000000002,21.0,860211310069.0596,345,1,1,1
61600113.606425,2159,1,43,2,304810.00000000006,2,13879410.0,21.0,1680050608104.7795,101,0,1,0
1745445641.292125,1398,1,38,0,220242.00000000003,2,18000310.0,21.0,328505126015.97186,262,2,1,2
144371143.65622503,809,1,24,0,254838.00000000006,0,20607410.0,69.0,2077191390849.2263,328,2,1,0
